student_id,skills,experience_years,course_grades,projects_completed,extracurriculars,job_offer
4876,Machine Learning;Java,5,71.99,5,0,1
4877,SQL,0,66.65,8,0,0
4878,Machine Learning;Java;SQL,5,65.91,1,4,0
4879,Python;Java;SQL,0,72.6,8,0,0
4880,C++;Machine Learning,4,83.71,3,1,0
4881,SQL;Data Analysis;C++,4,74.34,2,1,1
4882,Machine Learning;Data Analysis,4,60.83,0,1,1
4883,Data Analysis;Java;Python,5,63.88,0,0,0
4884,Java;Python;Data Analysis,3,71.62,7,2,1
4885,Java;SQL,4,86.39,1,2,0
4886,Python;Java;C++,0,63.94,0,4,1
4887,Machine Learning;Data Analysis,4,82.43,1,2,1
4888,SQL;Machine Learning;C++,1,64.8,2,4,1
4889,Java,4,68.46,3,4,0
4890,Java,5,66.89,8,1,0
4891,Python,3,62.69,6,3,0
4892,Java;Data Analysis;Machine Learning,1,86.85,4,4,0
4893,Python;SQL,5,78.54,4,0,1
4894,Python,5,93.24,5,1,0
4895,Machine Learning,5,63.96,0,0,1
4896,C++;Data Analysis,0,65.79,5,0,0
4897,SQL;Machine Learning,5,72.26,5,2,0
4898,Java,0,90.63,4,0,1
4899,C++;Data Analysis;Machine Learning,5,72.23,9,4,1
4900,C++;SQL;Machine Learning,2,76.34,8,0,0
4901,SQL;Machine Learning;Python,1,72.06,9,0,1
4902,Java;Data Analysis;SQL,2,63.21,9,2,0
4903,Java;C++;Machine Learning,5,97.58,4,0,1
4904,Data Analysis;SQL,1,81.94,8,4,0
4905,Python;Machine Learning;C++,1,91.51,9,4,0
4906,SQL;Java;Python,3,86.33,6,0,0
4907,C++;SQL,2,80.57,2,4,1
4908,C++;Java;Machine Learning,3,63.59,8,4,0
4909,SQL;Java,1,85.71,9,2,1
4910,Python;Java;C++,0,66.21,6,1,0
4911,Machine Learning;Java,1,76.58,3,1,0
4912,Machine Learning,3,85.16,8,3,0
4913,SQL;Python,2,91.29,5,1,0
4914,SQL;Machine Learning,5,87.4,8,0,0
4915,Machine Learning,5,86.86,3,4,0
4916,Python;SQL,2,65.96,9,1,0
4917,C++;Data Analysis;Python,5,73.85,1,2,0
4918,Data Analysis;SQL;Machine Learning,5,61.72,8,3,1
4919,Python;Machine Learning;Data Analysis,3,88.78,9,0,1
4920,C++;Machine Learning;Data Analysis,2,98.1,3,1,1
4921,Java;C++,4,70.56,1,4,1
4922,Data Analysis;Machine Learning;Python,0,63.51,6,2,1
4923,SQL,0,79.02,6,1,1
4924,Machine Learning,5,94.27,4,4,0
4925,Java;Data Analysis;Machine Learning,0,82.08,4,1,0
4926,C++,2,61.87,7,0,1
4927,Python,2,98.97,5,3,1
4928,Data Analysis;Python,1,93.15,0,4,0
4929,Python;Machine Learning,1,65.26,3,3,0
4930,Java;Machine Learning,0,96.87,0,3,1
4931,Python;SQL;Machine Learning,4,78.03,4,2,0
4932,Java;Machine Learning;SQL,1,74.88,4,4,0
4933,Python;C++;Machine Learning,1,78.44,3,2,1
4934,Data Analysis;Python;Machine Learning,2,93.38,8,3,1
4935,Machine Learning,4,86.38,7,0,1
4936,Data Analysis,5,62.37,9,0,0
4937,Python;Java,0,98.3,2,1,1
4938,Python;SQL,1,65.91,4,1,0
4939,Java;Machine Learning;C++,4,89.82,5,4,1
4940,Data Analysis,4,85.45,4,0,1
4941,Python;SQL;Machine Learning,0,67.5,7,3,1
4942,SQL;Python;Data Analysis,4,66.83,4,0,1
4943,Machine Learning;Python,4,94.81,7,4,0
4944,C++;Python;Machine Learning,4,76.79,9,1,1
4945,Java,1,86.18,9,1,1
4946,Python;Java;SQL,0,80.16,2,2,1
4947,Data Analysis;Python;Java,4,89.09,4,1,1
4948,Java,4,79.17,3,3,1
4949,SQL;C++;Python,1,71.5,5,4,1
4950,Java;SQL;Data Analysis,0,74.54,2,1,0
4951,Data Analysis;Java;SQL,2,94.36,9,1,1
4952,C++,1,78.72,3,3,1
4953,SQL;Java;Data Analysis,0,68.54,3,1,1
4954,Machine Learning,4,97.38,4,3,0
4955,C++;Java,0,91.86,5,1,0
4956,SQL,0,62.23,1,3,0
4957,Java,5,99.96,9,1,1
4958,SQL;C++,0,87.8,7,4,1
4959,Python;C++,2,66.41,3,2,1
4960,Machine Learning;SQL,0,69.49,6,2,0
4961,Data Analysis;Machine Learning,2,87.7,6,0,1
4962,Data Analysis;Java,4,91.19,9,2,0
4963,Machine Learning,2,69.56,1,3,1
4964,Java;Machine Learning,4,70.28,6,3,0
4965,Java;C++;SQL,4,72.28,0,2,1
4966,Data Analysis;SQL;Java,2,83.92,1,3,0
4967,Data Analysis;Machine Learning,1,66.87,4,4,1
4968,Data Analysis;SQL;Python,3,64.17,7,3,0
4969,Java;SQL;Data Analysis,0,87.15,6,4,1
4970,SQL;Python,5,91.16,2,4,1
4971,Machine Learning,3,80.04,9,4,0
4972,Data Analysis;Java;C++,0,74.55,8,1,0
4973,C++,0,77.28,4,0,1
4974,SQL;Data Analysis;C++,4,75.54,2,3,0
4975,Machine Learning;Python;SQL,0,98.4,6,1,0
4976,Python;SQL;Data Analysis,5,90.72,3,0,1
4977,C++,0,68.32,0,1,1
4978,SQL;Data Analysis,2,75.37,4,3,0
4979,Python;Java;SQL,3,81.76,7,4,0
4980,Java;C++,2,84.52,3,1,0
4981,Java;Python;C++,5,78.73,6,0,1
4982,C++;Machine Learning;Data Analysis,0,92.41,7,0,1
4983,C++;Data Analysis;Java,5,90.7,8,0,1
4984,Data Analysis;SQL,4,80.21,8,1,1
4985,SQL;C++;Machine Learning,2,94.18,4,0,1
4986,Python;Java,2,90.04,5,2,1
4987,Python;C++;Machine Learning,1,91.14,6,0,0
4988,Machine Learning;C++,0,98.26,9,0,0
4989,Python;Java;Machine Learning,4,70.66,1,1,0
4990,Machine Learning;Data Analysis,2,70.71,8,3,1
4991,Machine Learning,2,95.56,0,1,0
4992,Java,4,90.89,5,1,1
4993,SQL;Python;Machine Learning,5,97.06,5,2,0
4994,Java;SQL,5,62.53,6,3,1
4995,C++;Java,0,85.11,1,1,0
4996,Python;Java,1,65.79,5,2,1
4997,Java,2,80.16,5,1,1
4998,SQL;Python,1,66.23,8,2,1
4999,Java,5,65.12,7,4,0
5000,C++,5,60.49,4,0,0
5001,Data Analysis,3,85.21,6,0,0
5002,Java,0,74.36,6,1,0
5003,Machine Learning;SQL;Python,3,64.21,4,2,1
5004,Java;SQL,3,72.91,6,4,1
5005,C++,3,66.76,2,0,0
5006,Data Analysis;C++;Java,0,97.67,6,1,1
5007,Data Analysis;C++,0,72.8,5,1,1
5008,Data Analysis;Java,4,73.36,5,2,0
5009,C++,1,93.59,1,3,1
5010,SQL,1,85.91,1,1,0
5011,C++,4,88.41,6,4,0
5012,SQL;C++,4,85.44,0,4,0
5013,C++;Machine Learning;Python,5,97.85,8,3,1
5014,C++;Machine Learning,3,68.28,2,4,0
5015,Java,4,99.56,5,2,0
5016,Java;Data Analysis;SQL,2,93.24,2,1,0
5017,SQL;Machine Learning,1,83.56,8,2,1
5018,Machine Learning,4,86.49,9,3,1
5019,C++;Python;Java,2,85.95,6,3,1
5020,C++,2,62.34,0,2,1
5021,Python,2,68.72,3,0,1
5022,SQL,5,98.46,4,3,1
5023,Python;SQL,5,81.37,6,1,0
5024,Data Analysis;Java,2,75.13,6,3,1
5025,Java;SQL,5,90.48,4,2,1
5026,C++;Data Analysis,3,80.98,0,2,0
5027,SQL,2,60.53,4,4,0
5028,Java;Data Analysis,3,89.45,4,0,1
5029,Data Analysis;Machine Learning,3,89.29,3,2,1
5030,C++,2,66.61,5,4,1
5031,SQL,1,98.27,7,4,0
5032,Data Analysis;Python;C++,2,68.96,9,1,0
5033,Java,2,78.31,4,4,0
5034,Java;Machine Learning,5,64.59,7,0,0
5035,C++;Data Analysis;Python,2,84.13,4,1,0
5036,Data Analysis;C++,1,75.02,2,2,1
5037,Python;SQL,5,74.13,7,2,1
5038,SQL;Python,0,93.08,3,4,1
5039,C++;Machine Learning;SQL,0,60.38,2,3,1
5040,Data Analysis;SQL,3,91.92,2,0,1
5041,SQL;Python;Java,3,82.86,5,0,0
5042,Machine Learning;C++,1,99.44,7,4,0
5043,Python;Java;Data Analysis,4,83.58,9,0,0
5044,Data Analysis;Machine Learning,0,62.22,4,1,0
5045,Java;Machine Learning,3,62.03,0,4,1
5046,Data Analysis;C++;Machine Learning,0,95.33,0,3,1
5047,C++,1,93.65,2,2,0
5048,Python;Data Analysis,1,73.84,5,0,1
5049,C++;SQL,4,84.72,1,2,0
5050,Machine Learning,4,79.58,0,3,1
5051,SQL;Data Analysis;C++,5,98.69,6,3,1
5052,Data Analysis;SQL,1,98.0,1,1,1
5053,Machine Learning,3,99.35,7,3,0
5054,Java;SQL,0,94.66,1,3,1
5055,C++;Python,2,96.38,0,0,1
5056,SQL;Data Analysis,4,68.69,9,2,0
5057,Python;Machine Learning;Data Analysis,2,93.24,1,0,1
5058,Data Analysis;Python,3,88.35,1,0,0
5059,Data Analysis;C++;Java,4,98.51,6,4,1
5060,Python,2,82.85,0,4,1
5061,Python;Java;Machine Learning,3,63.41,2,1,0
5062,C++;Data Analysis;SQL,0,83.9,4,1,1
5063,C++;Machine Learning,3,87.46,6,3,0
5064,Data Analysis,5,68.81,5,1,0
5065,Machine Learning;C++;Python,4,75.76,7,1,1
5066,SQL,1,83.94,0,3,1
5067,Python;Java,0,74.96,6,2,0
5068,Data Analysis;Python;C++,2,75.0,8,3,1
5069,Data Analysis;Python;SQL,4,65.32,6,3,0
5070,Data Analysis;SQL;C++,1,97.63,5,2,0
5071,Python;Java,3,90.02,8,3,0
5072,SQL;Python;C++,1,60.05,3,4,1
5073,Java,4,90.62,9,1,1
5074,SQL;Data Analysis;Java,4,89.59,5,3,0
5075,Python;SQL;C++,5,60.39,5,0,1
5076,C++,5,74.78,9,1,0
5077,Data Analysis;Java,1,84.27,2,4,0
5078,Machine Learning;Python,3,78.11,6,4,0
5079,C++;Java;SQL,1,91.12,0,3,1
5080,Python;C++,4,77.02,7,2,1
5081,Python,4,66.15,7,0,0
5082,Data Analysis;Java,2,99.06,7,3,0
5083,SQL;C++,5,69.68,8,2,0
5084,Data Analysis;SQL;Python,2,88.71,3,4,0
5085,Java,0,65.73,5,1,1
5086,Data Analysis,4,73.16,6,4,0
5087,Java;Python,2,77.68,1,3,0
5088,SQL;Machine Learning;C++,1,67.69,5,2,1
5089,C++;Machine Learning;SQL,5,78.0,7,3,1
5090,C++;Data Analysis;Python,5,66.29,3,4,0
5091,SQL;Data Analysis,3,82.36,4,0,1
5092,C++;Java,1,86.55,7,4,0
5093,Data Analysis;C++,3,62.5,2,3,0
5094,Machine Learning,2,94.85,5,2,0
5095,Java;C++;SQL,0,67.41,0,3,1
5096,Python;Machine Learning,1,69.01,3,1,1
5097,Data Analysis,1,86.45,5,1,1
5098,Machine Learning;SQL,1,78.75,2,2,0
5099,Java,3,79.98,0,4,0
5100,Machine Learning;SQL;Data Analysis,2,65.13,5,3,0
5101,SQL;C++,1,92.23,2,1,1
5102,C++;Python;Java,1,84.68,7,0,1
5103,Machine Learning;Java;SQL,5,65.42,6,1,0
5104,C++;Data Analysis;Python,0,74.96,6,4,1
5105,Machine Learning;C++,5,92.42,7,2,1
5106,C++,5,82.73,6,0,0
5107,Java;C++;Python,0,64.35,4,3,1
5108,C++,2,74.91,9,3,1
5109,Java,5,69.71,7,2,1
5110,Machine Learning,2,80.7,7,0,0
5111,Java;Data Analysis,5,93.73,7,0,0
5112,C++;Machine Learning;Data Analysis,4,77.45,9,0,1
5113,Java;C++,0,77.33,5,2,0
5114,SQL;Data Analysis;Machine Learning,5,96.21,1,2,1
5115,Python;SQL;C++,4,83.05,7,3,1
5116,C++,3,82.65,9,1,1
5117,C++;SQL,4,70.48,0,4,0
5118,Java;Data Analysis,1,84.31,8,3,1
5119,SQL;Python,5,83.04,8,0,1
5120,SQL;C++;Java,4,75.87,5,1,0
5121,Python;C++;Machine Learning,2,99.63,9,4,1
5122,C++;Java,3,95.28,5,0,0
5123,Python;Machine Learning;Java,5,89.98,5,2,0
5124,Machine Learning,1,81.49,3,1,1
5125,Machine Learning;Python;C++,4,78.48,0,2,0
5126,SQL,3,67.4,0,4,0
5127,Java;Data Analysis;C++,5,72.23,0,4,0
5128,Python;SQL;Data Analysis,3,90.96,4,0,1
5129,Machine Learning;C++;Java,1,78.15,6,2,0
5130,C++,4,95.29,0,3,0
5131,Data Analysis;Java,3,65.92,0,3,0
5132,C++,3,80.33,5,2,1
5133,Java;SQL;Data Analysis,0,85.88,1,4,1
5134,Python;Data Analysis,3,80.67,1,1,0
5135,Machine Learning,0,95.57,6,2,0
5136,C++;Java,4,99.58,8,0,0
5137,Machine Learning;C++;Java,5,64.63,7,3,0
5138,C++,5,65.2,1,0,1
5139,Data Analysis;Python;SQL,4,65.21,6,1,1
5140,Java,4,87.25,4,3,1
5141,Data Analysis;Python,2,74.91,9,3,0
5142,Data Analysis,4,89.33,3,3,0
5143,Data Analysis,3,76.22,9,0,0
5144,C++;Machine Learning;Data Analysis,5,85.1,3,4,1
5145,Python;C++,1,90.79,3,0,1
5146,Data Analysis;Machine Learning,5,81.93,8,4,1
5147,Data Analysis,0,81.58,6,2,0
5148,Data Analysis;Machine Learning;Python,5,63.53,6,3,0
5149,C++;Python,2,76.43,3,0,0
5150,C++;Python,4,81.83,8,1,1
5151,C++;Machine Learning,4,78.48,7,1,0
5152,Data Analysis;C++;Machine Learning,5,96.03,9,4,0
5153,Python,1,96.26,3,4,1
5154,SQL,1,92.88,5,3,1
5155,Python;Java;SQL,2,75.01,3,4,1
5156,Data Analysis;SQL,0,88.69,0,1,1
5157,Java,5,75.81,4,0,0
5158,Java;SQL,4,69.3,9,0,1
5159,SQL,5,73.72,2,4,0
5160,Data Analysis;Python;C++,2,62.84,0,4,0
5161,C++;Java;SQL,3,73.27,1,1,1
5162,SQL;C++,3,78.43,1,2,1
5163,C++;SQL,2,98.22,7,0,0
5164,SQL;Machine Learning;Python,4,72.54,3,4,1
5165,Java,2,96.1,2,3,1
5166,SQL;Python;Java,4,69.15,3,4,1
5167,Machine Learning;SQL,1,67.64,9,4,0
5168,SQL;Data Analysis;Java,2,80.76,0,0,0
5169,Data Analysis;SQL;C++,4,86.9,0,4,1
5170,C++;SQL;Java,2,61.77,4,3,1
5171,Data Analysis;Java;Machine Learning,2,68.84,6,3,0
5172,SQL;C++;Data Analysis,4,78.23,8,3,1
5173,Java;Python;Data Analysis,4,73.24,6,1,1
5174,SQL;Java;Python,0,88.5,4,3,0
5175,SQL;Machine Learning,2,80.45,2,0,0
5176,Machine Learning;C++;Data Analysis,3,66.41,7,2,0
5177,Java;SQL;Data Analysis,2,95.78,6,4,0
5178,Machine Learning;SQL;Data Analysis,2,71.72,3,4,1
5179,C++;Java,4,89.25,0,4,0
5180,C++;Java;Data Analysis,2,91.2,2,3,0
5181,Python;Data Analysis,5,98.53,7,3,0
5182,Java;SQL,2,79.94,1,3,1
5183,Java,5,84.63,8,2,0
5184,SQL,3,73.4,3,2,1
5185,Data Analysis;Python;Java,4,87.13,6,2,0
5186,C++;Data Analysis,2,78.54,9,2,1
5187,Data Analysis;Python;Java,5,77.51,6,2,1
5188,Java;SQL;Python,5,94.22,7,4,0
5189,Data Analysis;Python,5,62.01,6,4,0
5190,Machine Learning;Python,1,95.28,3,2,0
5191,Machine Learning;Data Analysis,0,94.08,6,4,0
5192,Machine Learning;Python;Data Analysis,3,80.25,4,2,0
5193,Machine Learning;Data Analysis,2,79.61,9,2,0
5194,Java,1,74.47,6,2,0
5195,Data Analysis;Java,2,99.77,2,4,0
5196,Data Analysis;Java;Machine Learning,2,64.45,9,1,1
5197,Data Analysis;C++;Java,4,83.61,6,1,0
5198,Machine Learning,4,87.27,6,1,0
5199,Machine Learning;SQL,4,97.37,1,0,0
5200,Data Analysis,1,91.21,7,1,0
5201,Data Analysis,2,85.75,6,1,1
5202,Java,0,64.67,8,1,0
5203,SQL;Python;Java,3,74.95,3,3,0
5204,Java,4,65.55,8,2,1
5205,Machine Learning;C++;Data Analysis,4,95.25,0,4,1
5206,Machine Learning,2,89.98,4,3,1
5207,SQL,2,90.3,9,2,0
5208,Python;Java;C++,1,86.09,6,1,0
5209,C++,1,80.28,3,1,0
5210,C++,4,66.0,6,3,0
5211,Python,2,73.19,8,4,1
5212,Machine Learning;Java;C++,0,65.48,4,3,1
5213,Machine Learning;Python,3,89.0,4,3,1
5214,C++;Python;Data Analysis,2,66.41,1,2,1
5215,Java;Machine Learning;C++,2,88.08,4,0,1
5216,SQL,5,87.69,7,4,1
5217,Machine Learning;SQL,1,78.37,3,4,0
5218,Data Analysis;Java,3,65.41,1,3,0
5219,Machine Learning;C++,4,72.59,7,3,0
5220,SQL;Data Analysis;Machine Learning,2,72.8,3,1,0
5221,Java;SQL;Machine Learning,4,88.02,4,3,0
5222,Machine Learning;Data Analysis;SQL,2,64.55,6,2,1
5223,C++;Python;Java,4,93.16,4,1,1
5224,Python;SQL,3,90.44,9,0,1
5225,C++;Data Analysis;Java,1,67.45,3,2,0
5226,Python,3,88.77,6,4,1
5227,Data Analysis;SQL,5,86.74,3,4,0
5228,C++,0,89.92,9,2,0
5229,Data Analysis;Machine Learning,1,67.56,3,3,1
5230,Java,3,66.3,1,3,1
5231,Java,5,69.46,4,3,0
5232,SQL,0,74.63,7,4,0
5233,SQL;Data Analysis;C++,5,91.75,3,2,1
5234,Data Analysis,2,89.52,1,3,0
5235,Machine Learning;Java,2,97.02,8,1,0
5236,Data Analysis;Java;SQL,4,62.35,5,4,1
5237,Java,1,60.46,2,2,0
5238,Java;Data Analysis,2,87.97,9,2,1
5239,Data Analysis;Java;SQL,5,71.17,4,2,1
5240,C++;Machine Learning;Data Analysis,1,73.36,5,2,1
5241,SQL;Java;Data Analysis,2,81.87,8,0,0
5242,SQL;Data Analysis,4,64.1,4,1,0
5243,SQL,3,85.71,8,0,0
5244,Data Analysis;SQL,4,73.01,0,3,0
5245,SQL;C++;Data Analysis,0,85.31,9,0,0
5246,Machine Learning;C++,2,93.36,3,0,1
5247,Python;C++,0,66.84,0,4,0
5248,C++,0,97.23,1,2,0
5249,Data Analysis;Java,5,81.23,1,0,1
5250,SQL;Python,1,96.92,9,2,1
5251,Java;Data Analysis;SQL,5,68.31,4,1,1
5252,SQL;Python,2,84.18,0,0,0
5253,C++;Data Analysis,0,76.16,9,4,0
5254,Machine Learning;Data Analysis,3,90.97,2,4,0
5255,Java;Data Analysis;C++,0,84.24,5,3,1
5256,Python;Data Analysis,3,79.78,0,0,1
5257,Java,5,96.52,0,1,0
5258,Data Analysis;C++,5,75.08,2,2,0
5259,Machine Learning;C++;Python,1,68.8,8,0,1
5260,C++;Data Analysis;Java,0,84.32,1,3,0
5261,Machine Learning;Data Analysis,4,84.96,5,4,1
5262,Python;Data Analysis,5,77.56,2,0,0
5263,Data Analysis,5,79.46,5,3,1
5264,SQL;Machine Learning,1,98.38,6,1,1
5265,C++;SQL,3,89.31,6,2,0
5266,C++,1,64.42,1,1,0
5267,Data Analysis,0,68.49,2,1,1
5268,SQL,2,99.02,3,2,0
5269,C++;Java;Machine Learning,2,89.06,7,0,1
5270,SQL;Machine Learning;Java,3,96.6,4,2,0
5271,Python;C++;Java,5,72.15,0,3,0
5272,Machine Learning;Data Analysis,3,89.67,8,1,1
5273,SQL;Machine Learning;Data Analysis,5,88.56,0,2,0
5274,Python;Java;Data Analysis,5,71.79,1,4,0
5275,Data Analysis;SQL;Machine Learning,2,82.03,6,2,1
5276,Data Analysis;Java,3,85.1,2,2,0
5277,SQL,1,79.25,5,3,0
5278,Java;C++,5,93.09,7,1,1
5279,SQL;Java,4,93.31,4,3,1
5280,Data Analysis;SQL;Machine Learning,4,94.02,0,3,1
5281,Data Analysis;Python;Java,1,92.14,9,4,0
5282,Data Analysis,4,79.52,2,3,1
5283,C++;Data Analysis,0,75.26,1,3,1
5284,Python;Machine Learning,5,93.26,5,4,1
5285,Machine Learning,1,79.61,4,0,0
5286,Python;Machine Learning,3,69.85,6,3,0
5287,Python;Machine Learning,5,80.29,1,2,0
5288,Machine Learning;C++,1,65.67,5,3,0
5289,Machine Learning;SQL,2,87.67,4,1,1
5290,Python;Data Analysis;Machine Learning,3,73.44,5,2,1
5291,Python;Machine Learning;Java,2,70.43,4,2,1
5292,Python;Machine Learning;C++,5,98.26,6,0,0
5293,Data Analysis;Java;Python,3,91.08,4,1,1
5294,C++;SQL;Data Analysis,4,91.48,6,1,0
5295,Data Analysis;Java,1,84.95,0,1,1
5296,SQL;Python;Java,5,93.57,8,3,0
5297,Machine Learning;SQL;C++,0,90.37,5,3,0
5298,Data Analysis;C++;Python,3,83.95,8,2,1
5299,Machine Learning;SQL,3,98.44,0,0,1
5300,Machine Learning,5,67.66,1,3,0
5301,Python;Data Analysis,5,97.74,6,3,0
5302,SQL,2,76.06,3,0,1
5303,Java;SQL,4,81.14,9,1,1
5304,Machine Learning,2,64.91,0,2,0
5305,SQL;Machine Learning;C++,2,81.6,4,3,1
5306,Data Analysis;Java;SQL,4,84.45,3,0,0
5307,Machine Learning;Java;Data Analysis,0,99.91,5,0,0
5308,Java,2,99.01,6,1,1
5309,Java;Python,2,98.66,2,4,1
5310,Machine Learning,3,73.94,5,4,1
5311,Python;Java;SQL,4,99.65,1,4,1
5312,SQL,1,78.22,9,4,0
5313,Java;Data Analysis,0,94.07,3,3,0
5314,SQL,0,68.65,9,0,1
5315,C++,4,80.23,8,2,1
5316,Java;Data Analysis,5,98.64,6,3,0
5317,Python;Java,5,97.88,1,4,0
5318,Python;C++,3,87.35,5,2,0
5319,C++,3,91.91,3,2,1
5320,Data Analysis;Java;C++,4,67.06,7,4,0
5321,C++,3,88.87,7,2,0
5322,C++;Java,0,84.72,0,3,1
5323,C++,0,63.66,7,1,0
5324,Python;Data Analysis;Java,1,64.53,9,3,1
5325,Machine Learning;Data Analysis;Python,5,64.34,6,3,1
5326,Java,4,88.97,0,1,0
5327,C++,2,65.67,2,4,1
5328,Machine Learning;SQL;Data Analysis,5,78.71,4,4,0
5329,Java;Data Analysis,2,74.28,2,1,1
5330,Machine Learning,1,82.02,2,3,0
5331,C++;SQL,1,88.26,0,0,0
5332,Python;C++;Data Analysis,3,87.39,7,2,0
5333,C++,1,80.62,8,2,0
5334,C++;Python,1,78.57,4,2,0
5335,SQL;Data Analysis,2,75.91,0,0,1
5336,C++,3,94.48,0,3,0
5337,SQL;Java;Python,1,73.23,8,4,1
5338,Data Analysis;C++;Machine Learning,5,70.37,0,1,1
5339,SQL,1,89.73,8,2,1
5340,Data Analysis;SQL;Python,3,74.39,2,0,0
5341,Java,4,93.88,2,1,0
5342,Machine Learning,3,73.12,3,3,1
5343,Java,2,88.08,4,0,0
5344,Java;Data Analysis;C++,4,61.8,5,0,0
5345,Python,5,75.42,5,1,0
5346,Java;SQL;Machine Learning,0,73.73,9,1,1
5347,C++;Java;Data Analysis,3,92.67,8,2,1
5348,Java,2,98.68,0,3,0
5349,Java;Data Analysis;SQL,5,78.44,8,1,0
5350,Java,4,92.99,3,2,1
5351,C++,5,87.99,6,2,0
5352,SQL,3,98.7,5,1,1
5353,Data Analysis;SQL,1,92.44,8,0,0
5354,Machine Learning;SQL,3,63.1,1,0,1
5355,Python,0,88.53,1,0,1
5356,Python;C++,3,81.42,6,2,0
5357,Data Analysis,4,60.66,8,0,1
5358,C++,4,70.05,4,3,1
5359,Machine Learning,3,96.87,6,0,1
5360,Machine Learning;Data Analysis,4,97.04,7,0,0
5361,Java,1,91.95,7,2,0
5362,Python,5,99.27,3,4,0
5363,Java;Python,3,92.26,9,3,1
5364,Python;Data Analysis,1,60.41,6,2,0
5365,C++;Data Analysis,5,71.51,0,3,1
5366,C++;Java;Python,5,61.22,3,3,0
5367,C++;Data Analysis,1,63.76,4,0,0
5368,Java;SQL,2,68.75,9,3,1
5369,Machine Learning;SQL;Python,3,80.14,6,0,0
5370,C++;Machine Learning,5,93.9,5,3,1
5371,Java,5,94.48,3,4,0
5372,Machine Learning,4,84.65,2,3,1
5373,Java,5,97.13,5,1,0
5374,Data Analysis,1,80.0,9,0,0
5375,Data Analysis,5,95.56,4,4,1
5376,Data Analysis,2,78.16,2,0,0
5377,SQL;Machine Learning,3,71.09,3,4,1
5378,Java,3,96.66,1,0,0
5379,SQL,5,75.52,8,1,0
5380,Data Analysis,0,80.14,6,1,0
5381,SQL;Data Analysis;C++,0,73.15,9,4,1
5382,Machine Learning;Data Analysis;SQL,1,86.51,2,2,1
5383,SQL,0,99.8,7,0,0
5384,SQL;Java,1,61.02,7,2,1
5385,Data Analysis;Python;C++,4,95.99,0,3,1
5386,Python;Java;Machine Learning,1,60.16,4,1,1
5387,Java,0,74.57,4,0,0
5388,Python;Java;Machine Learning,5,66.74,2,1,0
5389,SQL;Python,4,90.29,1,3,0
5390,C++;Data Analysis;SQL,0,62.02,0,4,0
5391,Data Analysis,1,82.14,3,0,0
5392,C++;Data Analysis;Java,2,71.8,9,0,1
5393,Machine Learning;SQL,3,65.35,1,0,0
5394,C++;Python;SQL,0,90.87,4,4,0
5395,Machine Learning;SQL;Data Analysis,1,68.7,9,1,0
5396,SQL,4,68.95,1,4,0
5397,C++;Machine Learning,0,71.0,0,1,0
5398,Data Analysis;Python,0,83.47,9,0,0
5399,SQL;Machine Learning;Data Analysis,3,86.39,9,4,0
5400,SQL,1,60.7,9,3,1
5401,Data Analysis;Python,2,69.67,9,4,1
5402,Java;Python;Data Analysis,4,77.24,8,1,1
5403,Python;Data Analysis,1,73.28,1,0,1
5404,Data Analysis;SQL;Java,4,95.37,9,1,1
5405,SQL;C++,0,91.51,3,2,1
5406,Machine Learning;Python,3,85.04,2,0,0
5407,Java;C++;Data Analysis,3,73.52,0,3,1
5408,Data Analysis,5,88.03,7,3,0
5409,Python,2,93.75,1,2,1
5410,Data Analysis,3,83.79,7,1,0
5411,SQL;Machine Learning;Java,0,91.38,0,3,1
5412,Machine Learning;Data Analysis;Python,2,89.96,5,1,1
5413,SQL;Machine Learning;Java,1,82.87,3,0,0
5414,Machine Learning;Java;SQL,3,72.49,2,4,1
5415,Python,2,89.83,0,0,1
5416,Java;Machine Learning;Data Analysis,0,68.27,9,1,0
5417,Java;Machine Learning;C++,5,91.18,0,2,1
5418,SQL,4,92.18,6,0,0
5419,C++,4,92.89,5,3,0
5420,C++;Machine Learning,0,78.92,2,0,1
5421,C++;Data Analysis,0,67.7,1,0,1
5422,Java;SQL,4,63.99,9,0,1
5423,Python,5,89.73,2,2,1
5424,Data Analysis;Machine Learning,2,95.45,7,1,0
5425,SQL;Java;Python,4,86.03,6,2,1
5426,C++,0,65.77,6,3,1
5427,Java,3,97.4,4,1,1
5428,Java;Data Analysis,1,99.56,9,3,1
5429,Java;C++,5,77.34,2,1,1
5430,Machine Learning;Java,5,83.79,0,1,0
5431,SQL,3,91.09,0,0,0
5432,Java,3,89.46,5,0,1
5433,Java;C++,0,98.71,3,2,0
5434,Data Analysis,4,64.6,6,1,1
5435,Machine Learning;Java;Data Analysis,2,83.23,9,3,0
5436,Java;SQL,5,87.68,9,0,1
5437,Python;Data Analysis,5,95.6,9,3,1
5438,SQL;Machine Learning;Python,3,94.96,0,0,0
5439,Machine Learning;C++;Java,4,99.12,5,1,0
5440,C++;SQL;Python,5,80.48,6,3,0
5441,Data Analysis;Machine Learning;C++,2,93.23,0,2,0
5442,Python,3,77.09,1,2,1
5443,SQL;Data Analysis;Python,2,76.89,8,2,0
5444,SQL;Python,4,70.13,8,0,0
5445,C++;Data Analysis;Java,5,92.73,5,0,1
5446,Data Analysis;C++;SQL,1,99.43,3,2,0
5447,Machine Learning,5,70.25,6,3,0
5448,Python,4,62.25,4,0,1
